primary,2026,"garage,garden,lift","https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9oeGV1NjdmYjJ3cjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.eOQwGmvaGse-PZkp3UPAhmzzr0E0AYVjiC2eXQRntOw/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImV6N2g4cGRzb2JnMi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.yvupdfHngeaCNoPfdG-bx7J6zVVA7drYpaIUjpuWhGo/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im0xMXN6aGwwejl3LUVDT1NZU1RFTSIsInciOlt7ImZuIjoiZW52ZnFxZTFheTRrMS1BUEwiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.m4Byoc6LfiblSSeXIbAMuCwCPXSEW3TN0DZ4dMQv3kQ/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImV4cmg0amtpOHl6dDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.-8dR1s6EXBvLtS6oR3jPbB0YSI1KDkyi1pEhK5PdvXo/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Img2dGF6bjQ0NzJ0dDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.G7hArsiS2mLP4vhjm07VrfMDV9GnT--FjxFedz0oMBo/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9oeGV1NjdmYjJ3cjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.eOQwGmvaGse-PZkp3UPAhmzzr0E0AYVjiC2eXQRntOw/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjcxZjB0c2QxNzFrcTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.slyn9oJG0ri6ggg3ASlM0TP0WYusWUc4_kY51KVRUH4/image;s=1280x1024;q=80,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtnYTRkbHF0aDJ3aDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.JuXaw-TDLA1-wzLq-acjVlQFQNH89_1oTQO8YTA4SNI/image;s=1280x1024;q=80",4-pokojowe-mieszkanie-75m2-ogrodek-ID4uk3x
5-pokojowe-mieszkanie-126m2-3-balkony-ID4w9WN,5-pokojowe mieszkanie 126m2 + 3 balkony,2249386.0,126.37,FIVE,FIFTH,Dębniki
2-pokojowe-mieszkanie-41m2-balkon-ID4uaQl,2-pokojowe mieszkanie 41m2 + balkon,,41.94,TWO,THIRD,Podgórze
2-pokojowe-mieszkanie-35m2-ogrodek-ID4uF7V,2-pokojowe mieszkanie 35m2 + ogródek,602946.0,35.26,TWO,GROUND,Prądnik Biały
5-pokojowe-mieszkanie-91m2-balkon-bezposrednio-ID4yMFV,5-pokojowe mieszkanie 91m2 + balkon Bezpośrednio,1269048.0,91.96,FIVE,FIRST,Prądnik Biały
3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4ul6q,3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji,830000.0,56.48,THREE,GROUND,Bronowice
2-pokojowe-mieszkanie-40m2-bezposrednio-ID4znMj,2-pokojowe mieszkanie 40m2 Bezpośrednio,598636.0,40.15,TWO,FIRST,Nowa Huta
4-pokojowe-mieszkanie-69m2-ogrodek-bezposrednio-ID4u8D5,4-pokojowe mieszkanie 69m2 + ogródek Bezpośrednio,1138037.0,69.69,FOUR,GROUND,Dębniki
2-pokojowe-mieszkanie-39m2-balkon-bez-prowizji-ID4yd1T,2-pokojowe mieszkanie 39m2 + balkon Bez Prowizji,592222.0,39.22,TWO,FIRST,Podgórze
ul-stawowa-mieszkanie-4-pok-2-2-ID4tKac,ul. Stawowa | mieszkanie 4-pok. | 2.2,1087500.0,72.5,FOUR,GROUND,Prądnik Biały
3-pokojowe-mieszkanie-71m2-loggia-bezposrednio-ID4vjuH,3-pokojowe mieszkanie 71m2 + loggia Bezpośrednio,1142400.0,71.4,THREE,FIFTH,Dębniki
1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4Ag2x,1-pokojowe mieszkanie 29m2 + balkon Bezpośrednio,483042.0,29.52,ONE,SECOND,Łagiewniki-Borek Fałęcki
3-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4AMPh,3-pokojowe mieszkanie 54m2 + balkon Bez Prowizji,789130.0,54.05,THREE,SECOND,Prądnik Czerwony
2-pokojowe-mieszkanie-90m2-2-ogrodki-ID4iiJd,2-pokojowe mieszkanie 90m2 + 2 ogródki,1634760.0,90.82,TWO,GROUND,Podgórze
2-pokojowe-mieszkanie-40m2-taras-bez-posrednikow-ID4ujkD,2-pokojowe mieszkanie 40m2 + taras Bez Pośredników,679718.0,40.22,TWO,FIRST,Prądnik Biały
4-pokojowe-mieszkanie-92m2-2-balkony-ID4uiO1,4-pokojowe mieszkanie 92m2 + 2 balkony,1017945.0,92.91,FOUR,THIRD,Wzgórza Krzesławickie
5-pokojowe-mieszkanie-107m2-loggia-bezposrednio-ID4uaXa,5-pokojowe mieszkanie 107m2 + loggia Bezpośrednio,3145132.0,107.71,FIVE,NINTH,Grzegórzki
1-pokojowe-mieszkanie-32m2-bezposrednio-ID4zcH6,1-pokojowe mieszkanie 32m2 Bezpośrednio,508560.0,32.6,ONE,THIRD,Prądnik Biały
2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4zMrf,2-pokojowe mieszkanie 36m2 + balkon Bezpośrednio,597890.0,36.44,TWO,THIRD,Prądnik Biały
2-pokojowe-mieszkanie-38m2-balkon-ID4v4In,2-pokojowe mieszkanie 38m2 + balkon,591945.0,38.19,TWO,FIRST,Podgórze Duchackie
3-pokojowe-mieszkanie-54m2-balkon-ID4umq6,3-pokojowe mieszkanie 54m2 + balkon,967608.0,54.36,THREE,SECOND,Podgórze
5-pokojowe-mieszkanie-126m2-4-balkony-ID4ADNd,5-pokojowe mieszkanie 126m2 + 4 balkony,1685610.0,126.49,FIVE,FOURTH,Podgórze
4-pokojowe-mieszkanie-117m2-bez-prowizji-ID4zv1I,4-pokojowe mieszkanie 117m2 Bez Prowizji,1964331.0,117.37,FOUR,THIRD,Prądnik Biały
1-pokojowe-mieszkanie-30m2-ogrodek-bez-prowizji-ID4yHvM,1-pokojowe mieszkanie 30m2 + ogródek Bez Prowizji,572000.0,30.54,ONE,GROUND,Podgórze
5-pokojowe-mieszkanie-116m2-balkon-bez-prowizji-ID4uknt,5-pokojowe mieszkanie 116m2 + balkon Bez Prowizji,1687043.0,116.95,FIVE,THIRD,Prądnik Biały
3-pokojowe-mieszkanie-54m2-taras-bez-posrednikow-ID4xTvc,3-pokojowe mieszkanie 54m2 + taras Bez Pośredników,639796.0,54.22,THREE,GROUND,Dębniki
5-pokojowe-mieszkanie-107m2-ogrodek-bezposrednio-ID4x5XQ,5-pokojowe mieszkanie 107m2 + ogródek Bezpośrednio,1640160.0,107.2,FIVE,GROUND,Łagiewniki-Borek Fałęcki
4-pokojowe-mieszkanie-61m2-loggia-bez-prowizji-ID4ulYA,4-pokojowe mieszkanie 61m2 + loggia Bez Prowizji,811699.0,61.03,FOUR,FIRST,Podgórze
5-pokojowe-mieszkanie-99m2-2-balkony-ID4zKd6,5-pokojowe mieszkanie 99m2 + 2 balkony,1706141.0,99.95,FIVE,THIRD,Prądnik Biały
2-pokojowe-mieszkanie-45m2-balkon-bezposrednio-ID4yTxi,2-pokojowe mieszkanie 45m2 + balkon Bezpośrednio,702000.0,45.0,TWO,FIRST,Podgórze Duchackie
3-pokojowe-mieszkanie-57m2-ogrodek-bez-prowizji-ID4v1AR,3-pokojowe mieszkanie 57m2 + ogródek Bez Prowizji,905419.0,57.67,THREE,GROUND,Prądnik Biały
2-pokojowe-mieszkanie-38m2-bezposrednio-ID4vZWz,2-pokojowe mieszkanie 38m2 Bezpośrednio,613249.0,38.09,TWO,SECOND,Bieżanów-Prokocim
4-pokojowe-mieszkanie-124m2-ogrodek-ID4ADJp,4-pokojowe mieszkanie 124m2 + ogródek,1926805.0,124.31,FOUR,GROUND,Zwierzyniec
4-pokojowe-mieszkanie-63m2-balkon-bez-prowizji-ID4A4Y5,4-pokojowe mieszkanie 63m2 + balkon Bez Prowizji,1001998.0,63.84,FOUR,FOURTH,Prądnik Biały
2-pokojowe-mieszkanie-57m2-bez-prowizji-ID4t4vK,2-pokojowe mieszkanie 57m2 Bez Prowizji,719250.0,57.54,TWO,FIRST,Prądnik Biały
ul-powstancow-mieszkanie-3-pok-f-1-ID4xw2p,ul. Powstańców | mieszkanie 3-pok. | F 1,686000.0,49.0,THREE,GROUND,Mistrzejowice
3-pokojowe-mieszkanie-68m2-balkon-ID4ui6f,3-pokojowe mieszkanie 68m2 + balkon,1466085.0,68.19,THREE,FIRST,Krowodrza
3-pokojowe-mieszkanie-67m2-balkon-bez-prowizji-ID4zGW1,3-pokojowe mieszkanie 67m2 + balkon Bez Prowizji,961972.0,67.5,THREE,FOURTH,Prądnik Biały
2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4yZPX,2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,641164.0,38.55,TWO,THIRD,Prądnik Biały
1-pokojowe-mieszkanie-71m2-loggia-ID4A4yR,1-pokojowe mieszkanie 71m2 + loggia,1078164.0,71.19,ONE,ABOVE_TENTH,Prądnik Czerwony
4-pokojowe-mieszkanie-86m2-loggia-bezposrednio-ID4ukmn,4-pokojowe mieszkanie 86m2 + loggia Bezpośrednio,,86.53,FOUR,SECOND,Podgórze
apartamenty-portowa-ID4uome,Apartamenty Portowa,,,,,Podgórze
2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4uhUi,2-pokojowe mieszkanie 36m2 + balkon Bezpośrednio,598620.0,36.28,TWO,FIRST,Czyżyny
3-pokojowe-mieszkanie-115m2-bezposrednio-ID4u8DG,3-pokojowe mieszkanie 115m2 Bezpośrednio,3861280.0,115.85,THREE,FOURTH,Stare Miasto
1-pokojowe-mieszkanie-31m2-ogrodek-ID4wuW5,1-pokojowe mieszkanie 31m2 + ogródek,420090.0,31.35,ONE,GROUND,Podgórze
strzelcow-28-ID4yCDb,Strzelców 28,,,,,Prądnik Czerwony
1-pokojowe-mieszkanie-36m2-bez-posrednikow-ID4zFbi,1-pokojowe mieszkanie 36m2 Bez Pośredników,692658.0,36.36,ONE,FIFTH,Grzegórzki
2-pokojowe-mieszkanie-37m2-loggia-ID4uaEP,2-pokojowe mieszkanie 37m2 + loggia,617760.0,37.44,TWO,FIRST,Prądnik Biały
1-pokojowe-mieszkanie-30m2-balkon-ID4w9Q5,1-pokojowe mieszkanie 30m2 + balkon,549360.0,30.52,ONE,THIRD,Podgórze
3-pokojowe-mieszkanie-58m2-balkon-bezposrednio-ID4ul8C,3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio,850000.0,58.65,THREE,FIRST,Prądnik Biały
2-pokojowe-mieszkanie-37m2-loggia-bezposrednio-ID4yBzk,2-pokojowe mieszkanie 37m2 + loggia Bezpośrednio,587200.0,37.76,TWO,FIRST,Prądnik Biały
2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4updL,2-pokojowe mieszkanie 35m2 + balkon Bezpośrednio,559109.0,35.13,TWO,SIXTH,Mistrzejowice
centrum-kawalerka-ogrodek-do-zamieszkania-ID4ARIa,Centrum | Kawalerka | ogródek | do zamieszkania,739000.0,40.7,ONE,GROUND,Podgórze
4-osobne-pokoje-osobna-kuchnia-od-zaraz-ID4ARI9,4 osobne pokoje | osobna kuchnia | od zaraz,880000.0,64.11,FOUR,SECOND,Bieńczyce
2021-wysoki-standard-stylowe-garaz-ID4ARIb,2021 | wysoki standard | stylowe | garaż,940000.0,59.33,THREE,THIRD,Mistrzejowice
nowe-2-pokojowe-52-5m-wykonczone-klimatyzacja-bezposrednio-ID4AMGs,"Nowe 2-pokojowe | 52,5m² | Wykończone | Klimatyzacja | Bezpośrednio",940000.0,52.5,TWO,FOURTH,Prądnik Biały
sloneczne-3-pokoje-i-wysoki-standard-ID4ARHU,Słoneczne 3 Pokoje I Wysoki Standard,885000.0,60.5,THREE,FIFTH,Podgórze Duchackie
aktualne-mlyny-mogilska-2-pokoje-gotowe-na-juz-ID4ARHP,Aktualne Młyny Mogilska 2 Pokoje Gotowe Na Już,759000.0,39.16,TWO,SECOND,Grzegórzki
5-pokojowe-mieszkanie-99m2-ogrodek-bez-prowizji-ID4A6A8,5-pokojowe mieszkanie 99m2 + ogródek Bez Prowizji,1450000.0,99.97,FIVE,GROUND,Podgórze Duchackie
2-pokojowe-mieszkanie-37m2-taras-bez-prowizji-ID4xTv1,2-pokojowe mieszkanie 37m2 + taras Bez Prowizji,463388.0,37.37,TWO,GROUND,Dębniki
3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4x5XF,3-pokojowe mieszkanie 50m2 + balkon Bez Prowizji,790000.0,50.0,THREE,SECOND,Łagiewniki-Borek Fałęcki
3-pokojowe-mieszkanie-65m2-balkon-ID4ulYP,3-pokojowe mieszkanie 65m2 + balkon,1153837.0,65.59,THREE,FIRST,Podgórze
krakow-2-pokoje-blisko-dworca-pkp-nowe-ID4AOc8,Krakow/2 pokoje / blisko dworca PKP/ Nowe,995000.0,46.5,TWO,THIRD,Stare Miasto
3-pokoje-63-m-8-pietro-loggia-ID4zDtC,3 pokoje | 63 m² | 8 piętro | loggia,790000.0,63.0,THREE,EIGHTH,Czyżyny
2-pokoje-8-pietro-balkon-os-piastow-ID4Ah5Q,2 pokoje | 8 piętro | balkon | os. Piastów,639000.0,40.0,TWO,EIGHTH,Mistrzejowice
na-sprzedaz-apartament-153m2-krakow-ID4AoUf,Na sprzedaż apartament 153m2- Kraków,4590000.0,153.0,FIVE,TENTH,Krowodrza
do-sprzedazy-2-pokojowe-mieszkanie-ruczaj-ID4AuNt,Do sprzedaży 2-pokojowe mieszkanie Ruczaj,549000.0,34.0,TWO,FIRST,Dębniki
na-sprzedaz-2-pok-mieszkanie-na-zablociu-krakow-ID4Awjc,Na sprzedaż 2-pok. mieszkanie na Zabłociu -Kraków,699000.0,39.0,TWO,SECOND,Podgórze
na-sprzedaz-mieszkanie-2-pokojowe-krakow-ID4AHwe,Na sprzedaż mieszkanie 2-pokojowe Kraków,799000.0,48.0,TWO,GROUND,Bieżanów-Prokocim
3pok-49-5m2-balkon-1000zl-m2-sierpien-26-park-0-ID4ALDT,"3pok 49,5m2 balkon|-1000zł/m2|sierpień '26|park|0%",691880.0,49.42,THREE,SIXTH,Mistrzejowice
1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4yHxn,1-pokojowe mieszkanie 30m2 + balkon Bezpośrednio,600000.0,30.6,ONE,FOURTH,Podgórze
2-pokojowe-mieszkanie-45m2-balkon-bezposrednio-ID4uopC,2-pokojowe mieszkanie 45m2 + balkon Bezpośrednio,772000.0,45.91,TWO,FIRST,Podgórze Duchackie
jasne-2-pokoje-osobna-kuchnia-lagiewniki-52-m-ID4AIHv,Jasne 2 pokoje | osobna kuchnia | Łagiewniki | 52 m²,629000.0,52.0,TWO,FIRST,Łagiewniki-Borek Fałęcki
4-pokojowe-mieszkanie-101m2-taras-ID4AEdd,4-pokojowe mieszkanie 101m2 + taras,1909467.0,101.03,FOUR,FIRST,Zwierzyniec
3-pokojowe-mieszkanie-57m2-ogrodek-bez-prowizji-ID4v1AR,3-pokojowe mieszkanie 57m2 + ogródek Bez Prowizji,905419.0,57.67,THREE,GROUND,Prądnik Biały
lepkowskiego-11-mieszkanie-3-pok-m25-ID4x6ED,Łepkowskiego 11 | mieszkanie 3-pok. | M25,893060.0,63.79,THREE,THIRD,Prądnik Czerwony
1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4yCDy,1-pokojowe mieszkanie 32m2 + balkon Bez Prowizji,525920.0,32.87,ONE,FOURTH,Prądnik Czerwony
dajwor-ID4AMgX,Dajwór,,,,,Stare Miasto
2-pokojowe-mieszkanie-38m2-bez-prowizji-ID4vZWB,2-pokojowe mieszkanie 38m2 Bez Prowizji,619206.0,38.46,TWO,SECOND,Bieżanów-Prokocim
apartament-3-pokoje-krowodrza-83m2-ul-poznanska-ID4ARdx,Apartament 3 Pokoje Krowodrza 83m2 Ul.Poznanska,1578000.0,82.79,THREE,THIRD,Krowodrza
4-pokoje-z-prywatna-winda-i-tarasami-ID4AREO,4 pokoje z prywatną windą i tarasami,1118000.0,86.0,THREE,,Podgórze
forma-otwarta-ID4uarY,Forma Otwarta,,,,,Prądnik Biały
malborska-151-ID4yTvT,Malborska 151,,,,,Podgórze Duchackie
2-pokojowe-mieszkanie-40m2-balkon-bez-prowizji-ID4iqkv,2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji,768000.0,40.0,TWO,THIRD,Podgórze
2-zadbane-pokoje-ruczaj-mpec-zielona-okolica-ID4AREb,"2 zadbane pokoje, Ruczaj, Mpec, zielona okolica",679000.0,41.0,TWO,SECOND,Dębniki
wyremontowane-2-pokoje-z-jasna-kuchnia-kabel-ID4AmhN,Wyremontowane 2 pokoje z jasną kuchnią - Kabel,686000.0,48.01,TWO,THIRD,Podgórze
2-pokojowe-mieszkanie-57m2-bez-posrednikow-ID4t4vH,2-pokojowe mieszkanie 57m2 Bez Pośredników,718625.0,57.49,TWO,FIRST,Prądnik Biały
3-pokojowe-mieszkanie-66m2-loggia-ID4uosB,3-pokojowe mieszkanie 66m2 + loggia,1320000.0,66.98,THREE,FIRST,Podgórze
mista-krakow-ID4zTk9,Mista Kraków,,,,,Mistrzejowice
5-pokojowe-mieszkanie-120m2-2-tarasy-ID4ADJQ,5-pokojowe mieszkanie 120m2 + 2 tarasy,1795301.0,120.49,FIVE,FIRST,Zwierzyniec
stare-miasto-gotowe-30m2-kamienica-3-pietro-winda-ID4ARDd,Stare Miasto-Gotowe 30m2-Kamienica-3 piętro-Winda,756000.0,30.24,TWO,THIRD,Stare Miasto
kawalerka-inwestycyjna-rondo-mogilskie-ID4ARDc,Kawalerka inwestycyjna Rondo Mogilskie,560000.0,31.6,ONE,FIRST,Grzegórzki
kawalerka-19m2-umeblowana-krakow-odrowaza-ID4AReg,Kawalerka 19m2 umeblowana Kraków Odrowąża,395000.0,19.0,ONE,GROUND,Krowodrza
nowe-nowoczesne-gotowe-klimatyzacja-bez2-pcc-garaz-ID4vfY6,Nowe nowoczesne gotowe klimatyzacja bez2%pcc garaż,1357000.0,74.0,THREE,FIRST,Dębniki
chelmonskiego-79m-4-pok-dwa-poziomy-garaz-ID4yEOI,Chełmońskiego 79m 4 pok. dwa poziomy garaż,1130000.0,79.73,FOUR,FIRST,Prądnik Biały
inwestycyjne-mieszkanie-2-pokojowe-na-kazimierzu-obecnie-wynajete-ID4ARCN,Inwestycyjne mieszkanie 2 pokojowe na Kazimierzu! Obecnie wynajęte!,829000.0,38.0,TWO,SECOND,Stare Miasto
wlasciciel-sprzeda-mieszkanie-pum-30-38m2-1-pietro-winda-mpec-ID4AJAx,"Właściciel sprzeda mieszkanie PUM 30,38m2, 1 piętro, winda, MPEC",499000.0,34.36,ONE,FIRST,Stare Miasto
imperial-quadra-ID4zwZS,Imperial Quadra,,,,,Prądnik Biały
nowy-apartament-wykonczony-umeblowany-4-pokoje-74m2-ID4AxTp,"Nowy apartament wykończony, umeblowany - 4 pokoje , 74m2",1268000.0,74.0,FOUR,FIRST,Dębniki
2-pokoje-40-m2-osobna-kuchnia-ul-raclawicka-krowodrza-ID4zO7d,2 pokoje - 40 m2 - osobna kuchnia - ul. Racławicka - Krowodrza,689000.0,40.9,TWO,FOURTH,Krowodrza
